dataset,param_tag,root_features_dropped,tgb_acc_baseline,tgb_acc_ablated,gosdt_acc_baseline,gosdt_acc_ablated,overlap_baseline,overlap_ablated
heloc_original,nest30_depth1,ExternalRiskEstimate,0.7203632887189293,0.6668260038240917,0.7108030592734226,0.6658699808795411,0.8,0.75
heloc_original,nest30_depth2,ExternalRiskEstimate,0.7246653919694073,0.7088910133843213,0.7074569789674953,0.6912045889101338,0.42857142857142855,0.8
heloc_original,nest30_depth3,ExternalRiskEstimate,0.7280114722753346,0.7174952198852772,0.6998087954110899,0.6806883365200764,0.6,0.6666666666666666
heloc_original,nest35_depth1,ExternalRiskEstimate,0.731357552581262,0.6854684512428298,0.7117590822179732,0.6768642447418738,0.5,1.0
heloc_original,nest35_depth2,ExternalRiskEstimate,0.7260994263862333,0.7060229445506692,0.7002868068833652,0.6907265774378585,0.6666666666666666,0.8333333333333334
heloc_original,nest35_depth3,ExternalRiskEstimate,0.7246653919694073,0.7189292543021033,0.6907265774378585,0.6687380497131931,0.6,0.5
heloc_original,nest40_depth1,ExternalRiskEstimate,0.7304015296367112,0.6854684512428298,0.7160611854684512,0.6768642447418738,0.5,1.0
heloc_original,nest40_depth2,ExternalRiskEstimate,0.7251434034416826,0.7165391969407265,0.7002868068833652,0.6902485659655831,0.6666666666666666,0.8333333333333334
heloc_original,nest40_depth3,ExternalRiskEstimate,0.7270554493307839,0.7184512428298279,0.6998087954110899,0.6782982791586998,0.6,0.6666666666666666
heloc_original,nest5_depth3,ExternalRiskEstimate,0.7217973231357553,0.6830783938814532,0.7151051625239006,0.6720841300191205,0.6666666666666666,0.5
spambase,nest100_depth1,char_freq_$,0.9370249728555917,0.9261672095548317,0.9001085776330076,0.8990228013029316,0.38461538461538464,0.6363636363636364
spambase,nest100_depth2,char_freq_$,0.9326818675352877,0.9283387622149837,0.8805646036916395,0.8425624321389794,0.36363636363636365,0.3
spambase,nest100_depth3,char_freq_$,0.9305103148751357,0.9315960912052117,0.8479913137893594,0.8490770901194354,0.3,0.2727272727272727
spambase,nest10_depth1,char_freq_$,0.8707926167209555,0.8707926167209555,0.8740499457111836,0.8707926167209555,1.0,1.0
spambase,nest10_depth2,char_freq_$,0.8946796959826275,0.8783930510314875,0.8751357220412594,0.8925081433224755,0.5555555555555556,0.75
spambase,nest10_depth3,char_freq_$,0.9142236699239956,0.9131378935939196,0.8816503800217155,0.8968512486427795,0.5,0.6363636363636364
spambase,nest15_depth1,char_freq_$,0.8816503800217155,0.8859934853420195,0.8805646036916395,0.8697068403908795,1.0,1.0
spambase,nest15_depth2,char_freq_$,0.9044516829533116,0.8968512486427795,0.8892508143322475,0.8892508143322475,0.5454545454545454,0.9
spambase,nest15_depth3,char_freq_$,0.9196525515743756,0.9250814332247557,0.9011943539630836,0.9011943539630836,0.5,0.5833333333333334
spambase,nest200_depth1,char_freq_$,0.9370249728555917,0.9294245385450597,0.9001085776330076,0.8968512486427795,0.5,0.5833333333333334
spambase,nest200_depth2,char_freq_$,0.9326818675352877,0.9326818675352877,0.8490770901194354,0.8425624321389794,0.3,0.3
spambase,nest200_depth3,char_freq_$,0.9337676438653637,0.9294245385450597,0.8479913137893594,0.8490770901194354,0.3,0.2727272727272727
spambase,nest20_depth1,char_freq_$,0.9066232356134636,0.8968512486427795,0.8838219326818675,0.8925081433224755,1.0,1.0
spambase,nest20_depth2,char_freq_$,0.9109663409337676,0.9044516829533116,0.8914223669923995,0.8914223669923995,0.5454545454545454,0.9
spambase,nest20_depth3,char_freq_$,0.9305103148751357,0.9250814332247557,0.9022801302931596,0.9011943539630836,0.42857142857142855,0.6666666666666666
spambase,nest25_depth1,char_freq_$,0.9033659066232356,0.8957654723127035,0.8990228013029316,0.8946796959826275,0.625,1.0
spambase,nest25_depth2,char_freq_$,0.9239956568946797,0.9153094462540716,0.8979370249728555,0.8990228013029316,0.5,0.6363636363636364
spambase,nest25_depth3,char_freq_$,0.9315960912052117,0.9229098805646037,0.9022801302931596,0.8957654723127035,0.42857142857142855,0.75
spambase,nest30_depth1,char_freq_$,0.9098805646036916,0.9044516829533116,0.8957654723127035,0.8935939196525515,0.5,1.0
spambase,nest30_depth2,char_freq_$,0.9207383279044516,0.9174809989142236,0.8957654723127035,0.8990228013029316,0.5,0.6363636363636364
spambase,nest30_depth3,char_freq_$,0.9305103148751357,0.9250814332247557,0.9109663409337676,0.8957654723127035,0.46153846153846156,0.75
spambase,nest35_depth1,char_freq_$,0.9185667752442996,0.9087947882736156,0.8990228013029316,0.8957654723127035,0.5,0.8
spambase,nest35_depth2,char_freq_$,0.9239956568946797,0.9153094462540716,0.8979370249728555,0.8990228013029316,0.5,0.6363636363636364
spambase,nest35_depth3,char_freq_$,0.9359391965255157,0.9272529858849077,0.8794788273615635,0.8490770901194354,0.36363636363636365,0.2727272727272727
spambase,nest40_depth1,char_freq_$,0.9185667752442996,0.9087947882736156,0.8990228013029316,0.8957654723127035,0.5,0.8
spambase,nest40_depth2,char_freq_$,0.9294245385450597,0.9283387622149837,0.9044516829533116,0.8935939196525515,0.42857142857142855,0.5833333333333334
spambase,nest40_depth3,char_freq_$,0.9348534201954397,0.9261672095548317,0.8479913137893594,0.8490770901194354,0.3,0.2727272727272727
spambase,nest5_depth1,char_freq_$,0.8349619978284474,0.8295331161780674,0.8349619978284474,0.8295331161780674,1.0,1.0
spambase,nest5_depth2,char_freq_$,0.8968512486427795,0.8892508143322475,0.8805646036916395,0.8849077090119435,0.8571428571428571,0.8333333333333334
spambase,nest5_depth3,char_freq_$,0.9131378935939196,0.9153094462540716,0.8838219326818675,0.8979370249728555,0.6,0.7
