binary_variable,tree_count,total_binary_variables,importance
X95735_at <= 0.4244992882013321,19,3,0.17174770505605
M92287_at <= -0.4572294354438782,16,3,0.4048683861443969
M23197_at <= 0.30462484061717987,15,3,0.423383908799553
