binary_variable,tree_count,total_binary_variables,importance
M23197_at <= 0.30462484061717987,12,4,0.6018916422707851
X64330_at <= 0.9354230761528015,8,4,0.114457326779751
U66464_at <= -1.9315133094787598,8,4,0.06812965720642736
X95735_at <= 0.4244992882013321,2,4,0.21552137374303657
