binary_variable,tree_count,total_binary_variables,importance
hr <= 6.5,10,32,0.5446449505778419
hr <= 5.5,8,32,0.03051768592252578
yr <= 0.5,3,32,0.04384951133032443
hr <= 21.5,2,32,0.0489053847479369
temp <= 0.3700000047683716,1,32,0.03135328152751222
temp <= 0.45000000298023224,1,32,0.028347777321569876
atemp <= 0.3257499933242798,1,32,0.021901486513807432
temp <= 0.4699999988079071,1,32,0.022483619715719685
temp <= 0.3100000023841858,1,32,0.023490983879523895
season <= 1.5,1,32,0.023353247661410555
temp <= 0.48999999463558197,1,32,0.012394112850378742
