dataset,param_tag,root_features_dropped,tgb_acc_baseline,tgb_acc_ablated,praxis_acc_baseline,praxis_acc_ablated,overlap_baseline,overlap_ablated
diabetes_oversampled,nest35_depth1,number_inpatient,0.6196388904710372,0.5807939853050066,0.6041464942757875,0.5569288602836475,0.2,0.4
diabetes_oversampled,nest35_depth2,number_inpatient,0.6288090220424902,0.5995329498205844,0.6041464942757875,0.5569288602836475,0.16666666666666666,0.3333333333333333
diabetes_oversampled,nest35_depth3,number_inpatient,0.630574699550037,0.6048869396821781,0.6041464942757875,0.5569288602836475,0.16666666666666666,0.3333333333333333
diabetes_oversampled,nest40_depth1,number_inpatient,0.6184427863530216,0.5863758045224127,0.6041464942757875,0.5569288602836475,0.16666666666666666,0.3333333333333333
diabetes_oversampled,nest40_depth2,number_inpatient,0.6289798940593495,0.6009568832944124,0.6041464942757875,0.5569288602836475,0.16666666666666666,0.3333333333333333
diabetes_oversampled,nest40_depth3,number_inpatient,0.6296633821267871,0.6077348066298343,0.6041464942757875,0.5569288602836475,0.16666666666666666,0.3333333333333333
diabetes_oversampled,nest5_depth3,number_inpatient,0.6229993734692715,0.5880275673520533,0.6041464942757875,0.5569288602836475,0.16666666666666666,0.4
diabetes_smote,nest100_depth1,number_inpatient,0.6326251637523495,0.6060260864612406,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest100_depth2,number_inpatient,0.6330238651250214,0.615879706100131,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest100_depth3,number_inpatient,0.6325112490744432,0.6128040097966623,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest10_depth2,number_inpatient,0.5993051204647719,0.5656433331434756,0.5969698695676938,0.5656433331434756,0.3333333333333333,1.0
diabetes_smote,nest10_depth3,number_inpatient,0.6123483510850373,0.5801674545765222,0.5969698695676938,0.5656433331434756,0.2,0.4
diabetes_smote,nest15_depth2,number_inpatient,0.6120066070513186,0.5801674545765222,0.5969698695676938,0.5661559491940537,0.2,0.3333333333333333
diabetes_smote,nest15_depth3,number_inpatient,0.6259041977558808,0.6027225608019593,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest200_depth1,number_inpatient,0.6330238651250214,0.6104118015606311,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest200_depth2,number_inpatient,0.6330238651250214,0.6145696873042091,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest200_depth3,number_inpatient,0.6322264623796776,0.615424047388506,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest20_depth2,number_inpatient,0.6212906533006778,0.5914450076892408,0.5969698695676938,0.5678077120236943,0.2,0.25
diabetes_smote,nest20_depth3,number_inpatient,0.627385088568662,0.608532209375178,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest25_depth1,number_inpatient,0.6124622657629436,0.5670103092783505,0.5969698695676938,0.5656433331434756,0.2,0.5
diabetes_smote,nest25_depth2,number_inpatient,0.6262459417895996,0.5981659736857095,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest25_depth3,number_inpatient,0.626872472518084,0.6113800763228342,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest30_depth1,number_inpatient,0.6123483510850373,0.5801674545765222,0.5969698695676938,0.5656433331434756,0.2,0.4
diabetes_smote,nest30_depth2,number_inpatient,0.6243093922651933,0.607165233240303,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest30_depth3,number_inpatient,0.6338212678703651,0.6089309107478499,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest35_depth1,number_inpatient,0.6056843424275218,0.5657572478213818,0.5969698695676938,0.5656433331434756,0.25,0.6666666666666666
diabetes_smote,nest35_depth2,number_inpatient,0.6274420459076152,0.6077348066298343,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest35_depth3,number_inpatient,0.6335934385145526,0.6113800763228342,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest40_depth1,number_inpatient,0.6123483510850373,0.5801674545765222,0.5969698695676938,0.5656433331434756,0.2,0.4
diabetes_smote,nest40_depth2,number_inpatient,0.6309734009227089,0.6077348066298343,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest40_depth3,number_inpatient,0.6330808224639745,0.6116648630175998,0.5969698695676938,0.5678077120236943,0.2,0.2857142857142857
diabetes_smote,nest5_depth2,number_inpatient,0.5969698695676938,0.5460500085436009,0.5969698695676938,0.5460500085436009,0.5,1.0
diabetes_smote,nest5_depth3,number_inpatient,0.6068804465455374,0.5716808110725067,0.5969698695676938,0.5661559491940537,0.2,0.5
diabetes_tomek,nest100_depth1,number_inpatient,0.6367562380038387,0.6120098711269537,0.6024814916369619,0.572662462297779,0.2,0.25
diabetes_tomek,nest100_depth2,number_inpatient,0.6439539347408829,0.6255141211955032,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest100_depth3,number_inpatient,0.646147518508363,0.6268851110501782,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest10_depth2,number_inpatient,0.6170139840965176,0.5769810803400055,0.6024814916369619,0.572662462297779,0.16666666666666666,0.5
diabetes_tomek,nest10_depth3,number_inpatient,0.6251713737318344,0.5941870030161777,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest15_depth2,number_inpatient,0.6224293940224842,0.5882917466410749,0.6024814916369619,0.572662462297779,0.16666666666666666,0.2857142857142857
diabetes_tomek,nest15_depth3,number_inpatient,0.6403893611187277,0.6124211680833562,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest200_depth1,number_inpatient,0.6427885933644091,0.622772141486153,0.6024814916369619,0.572662462297779,0.2,0.25
diabetes_tomek,nest200_depth2,number_inpatient,0.6458047710446942,0.626953660542912,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest200_depth3,number_inpatient,0.6452563751028242,0.6261996161228407,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest20_depth1,number_inpatient,0.6041266794625719,0.5706059775157664,0.6024814916369619,0.5706059775157664,0.3333333333333333,1.0
diabetes_tomek,nest20_depth2,number_inpatient,0.6162599396764464,0.586852207293666,0.6024814916369619,0.5706059775157664,0.2,0.4
diabetes_tomek,nest20_depth3,number_inpatient,0.6373731834384425,0.617493830545654,0.6024814916369619,0.572662462297779,0.16666666666666666,0.2222222222222222
diabetes_tomek,nest25_depth1,number_inpatient,0.6165341376473814,0.586852207293666,0.6024814916369619,0.5706059775157664,0.2,0.4
diabetes_tomek,nest25_depth2,number_inpatient,0.6338086098162874,0.610775980257746,0.6024814916369619,0.572662462297779,0.16666666666666666,0.2222222222222222
diabetes_tomek,nest25_depth3,number_inpatient,0.6421716479298053,0.6226350425006855,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest30_depth1,number_inpatient,0.6153687962709076,0.5876062517137374,0.6024814916369619,0.5706059775157664,0.2,0.3333333333333333
diabetes_tomek,nest30_depth2,number_inpatient,0.6318206745270085,0.6120784206196874,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest30_depth3,number_inpatient,0.6424458459007404,0.6225664930079517,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest35_depth1,number_inpatient,0.6168083356183164,0.5884288456265424,0.6024814916369619,0.5706059775157664,0.2,0.2857142857142857
diabetes_tomek,nest35_depth2,number_inpatient,0.6338771593090211,0.6135179599670962,0.6024814916369619,0.572662462297779,0.16666666666666666,0.2222222222222222
diabetes_tomek,nest35_depth3,number_inpatient,0.6415547024952015,0.6251713737318344,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest40_depth1,number_inpatient,0.6165341376473814,0.586852207293666,0.6024814916369619,0.5706059775157664,0.2,0.4
diabetes_tomek,nest40_depth2,number_inpatient,0.6403893611187277,0.617493830545654,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest40_depth3,number_inpatient,0.6431998903208116,0.6247600767754319,0.6024814916369619,0.572662462297779,0.16666666666666666,0.25
diabetes_tomek,nest5_depth2,number_inpatient,0.6041266794625719,0.5706059775157664,0.6024814916369619,0.5706059775157664,0.3333333333333333,1.0
diabetes_tomek,nest5_depth3,number_inpatient,0.6116671236632849,0.5706059775157664,0.6024814916369619,0.5706059775157664,0.25,0.6666666666666666
diabetes_undersampled,nest100_depth1,number_inpatient,0.6272236658005197,0.5965753881004731,0.6028382970217869,0.5590645612632421,0.2,0.4
diabetes_undersampled,nest100_depth2,number_inpatient,0.6270904124192151,0.6109667532813645,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest100_depth3,number_inpatient,0.6272236658005197,0.6091678326337531,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest10_depth2,number_inpatient,0.6054367379572256,0.556399493637151,0.6028382970217869,0.556399493637151,0.3333333333333333,1.0
diabetes_undersampled,nest10_depth3,number_inpatient,0.6182956892531148,0.5599307082417216,0.6028382970217869,0.5598640815510694,0.2,0.5
diabetes_undersampled,nest15_depth2,number_inpatient,0.6205609967352922,0.5776534079552269,0.6028382970217869,0.5590645612632421,0.2,0.4
diabetes_undersampled,nest15_depth3,number_inpatient,0.6229595575987741,0.5850489706176294,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest200_depth1,number_inpatient,0.6255579985342128,0.6037710706909187,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest200_depth2,number_inpatient,0.6271570391098674,0.6102338596841895,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest200_depth3,number_inpatient,0.6273569191818242,0.6091012059431008,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest20_depth1,number_inpatient,0.6182956892531148,0.5599307082417216,0.6028382970217869,0.5598640815510694,0.2,0.5
diabetes_undersampled,nest20_depth2,number_inpatient,0.6197614764474648,0.5787860616963155,0.6028382970217869,0.5590645612632421,0.2,0.4
diabetes_undersampled,nest20_depth3,number_inpatient,0.6252914917716037,0.5968418948630821,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest25_depth1,number_inpatient,0.6182956892531148,0.5599307082417216,0.6028382970217869,0.5598640815510694,0.2,0.5
diabetes_undersampled,nest25_depth2,number_inpatient,0.6238257045772536,0.5913118795389433,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest25_depth3,number_inpatient,0.6260243853687787,0.6009061229928709,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest30_depth1,number_inpatient,0.6158971283896328,0.5599307082417216,0.6028382970217869,0.5598640815510694,0.2,0.5
diabetes_undersampled,nest30_depth2,number_inpatient,0.6229595575987741,0.5943100806182957,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest30_depth3,number_inpatient,0.6272236658005197,0.6053701112665734,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest35_depth1,number_inpatient,0.6185621960157239,0.5761209940702245,0.6028382970217869,0.5598640815510694,0.2,0.4
diabetes_undersampled,nest35_depth2,number_inpatient,0.6228263042174695,0.5944433339996003,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest35_depth3,number_inpatient,0.6272236658005197,0.6074355386767939,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest40_depth1,number_inpatient,0.6190285828502898,0.5843827037111067,0.6028382970217869,0.5590645612632421,0.2,0.4
diabetes_undersampled,nest40_depth2,number_inpatient,0.6242254647211672,0.5993737091078686,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest40_depth3,number_inpatient,0.6264907722033447,0.608168432273969,0.6028382970217869,0.5590645612632421,0.2,0.3333333333333333
diabetes_undersampled,nest5_depth2,number_inpatient,0.6028382970217869,0.5421413818375641,0.6028382970217869,0.5421413818375641,0.5,1.0
diabetes_undersampled,nest5_depth3,number_inpatient,0.6206276234259445,0.5781864214804451,0.6028382970217869,0.5590645612632421,0.2,0.4
heloc_original,nest100_depth1,ExternalRiskEstimate,0.7299235181644359,0.6988527724665392,0.7031548757170172,0.6797323135755258,0.16666666666666666,0.6
heloc_original,nest100_depth2,ExternalRiskEstimate,0.7289674952198852,0.7222753346080306,0.7031548757170172,0.6921606118546845,0.2,0.5
heloc_original,nest100_depth3,ExternalRiskEstimate,0.7280114722753346,0.7174952198852772,0.7031548757170172,0.6969407265774379,0.2,0.5
heloc_original,nest10_depth2,ExternalRiskEstimate,0.722753346080306,0.6677820267686424,0.7031548757170172,0.6548757170172084,0.2,0.5
heloc_original,nest10_depth3,ExternalRiskEstimate,0.7237093690248566,0.6735181644359465,0.7031548757170172,0.6582217973231358,0.2,0.5
heloc_original,nest15_depth1,ExternalRiskEstimate,0.7184512428298279,0.6457934990439771,0.7031548757170172,0.6472275334608031,0.3333333333333333,0.5
heloc_original,nest15_depth2,ExternalRiskEstimate,0.7265774378585086,0.7050669216061185,0.7031548757170172,0.6835564053537285,0.2,0.6
heloc_original,nest15_depth3,ExternalRiskEstimate,0.7256214149139579,0.7151051625239006,0.7031548757170172,0.6916826003824091,0.2,0.6
heloc_original,nest200_depth1,ExternalRiskEstimate,0.7294455066921606,0.719885277246654,0.7031548757170172,0.6921606118546845,0.2,0.5
heloc_original,nest200_depth2,ExternalRiskEstimate,0.7265774378585086,0.7179732313575525,0.7031548757170172,0.6955066921606119,0.2,0.5
heloc_original,nest200_depth3,ExternalRiskEstimate,0.7265774378585086,0.7237093690248566,0.7031548757170172,0.6969407265774379,0.2,0.5
heloc_original,nest20_depth1,ExternalRiskEstimate,0.7174952198852772,0.6472275334608031,0.7031548757170172,0.6472275334608031,0.3333333333333333,0.5
heloc_original,nest20_depth2,ExternalRiskEstimate,0.7251434034416826,0.7160611854684512,0.7031548757170172,0.6935946462715105,0.2,0.6
heloc_original,nest20_depth3,ExternalRiskEstimate,0.7222753346080306,0.7103250478011472,0.7031548757170172,0.6811663479923518,0.2,0.6
heloc_original,nest25_depth1,ExternalRiskEstimate,0.7222753346080306,0.6792543021032504,0.7031548757170172,0.6653919694072657,0.2,0.5
heloc_original,nest25_depth2,ExternalRiskEstimate,0.7308795411089866,0.7146271510516252,0.7031548757170172,0.6916826003824091,0.2,0.6
heloc_original,nest25_depth3,ExternalRiskEstimate,0.7284894837476099,0.7151051625239006,0.7031548757170172,0.6916826003824091,0.2,0.6
heloc_original,nest30_depth1,ExternalRiskEstimate,0.7203632887189293,0.6668260038240917,0.7031548757170172,0.6658699808795411,0.2,0.75
heloc_original,nest30_depth2,ExternalRiskEstimate,0.7246653919694073,0.7088910133843213,0.7031548757170172,0.6916826003824091,0.2,0.6
heloc_original,nest30_depth3,ExternalRiskEstimate,0.7280114722753346,0.7174952198852772,0.7031548757170172,0.6916826003824091,0.2,0.6
heloc_original,nest35_depth1,ExternalRiskEstimate,0.731357552581262,0.6854684512428298,0.7031548757170172,0.6653919694072657,0.2,0.5
heloc_original,nest35_depth2,ExternalRiskEstimate,0.7260994263862333,0.7060229445506692,0.7031548757170172,0.6921606118546845,0.2,0.5
heloc_original,nest35_depth3,ExternalRiskEstimate,0.7246653919694073,0.7189292543021033,0.7031548757170172,0.6916826003824091,0.2,0.5
heloc_original,nest40_depth1,ExternalRiskEstimate,0.7304015296367112,0.6854684512428298,0.7031548757170172,0.6653919694072657,0.2,0.5
heloc_original,nest40_depth2,ExternalRiskEstimate,0.7251434034416826,0.7165391969407265,0.7031548757170172,0.6921606118546845,0.2,0.5
heloc_original,nest40_depth3,ExternalRiskEstimate,0.7270554493307839,0.7184512428298279,0.7031548757170172,0.6916826003824091,0.2,0.5
heloc_original,nest5_depth3,ExternalRiskEstimate,0.7217973231357553,0.6830783938814532,0.7031548757170172,0.6639579349904398,0.2,0.4
spambase,nest100_depth1,char_freq_$,0.9370249728555917,0.9261672095548317,0.8935939196525515,0.8935939196525515,0.4,0.2727272727272727
spambase,nest100_depth2,char_freq_$,0.9326818675352877,0.9283387622149837,0.8762214983713354,0.8935939196525515,0.5,0.36363636363636365
spambase,nest100_depth3,char_freq_$,0.9305103148751357,0.9315960912052117,0.8762214983713354,0.8935939196525515,0.5,0.3333333333333333
spambase,nest10_depth1,char_freq_$,0.8707926167209555,0.8707926167209555,0.8794788273615635,0.8729641693811075,0.8,1.0
spambase,nest10_depth2,char_freq_$,0.8946796959826275,0.8783930510314875,0.8686210640608035,0.8664495114006515,0.5555555555555556,0.5
spambase,nest10_depth3,char_freq_$,0.9142236699239956,0.9131378935939196,0.8838219326818675,0.8870792616720955,0.45454545454545453,0.5
spambase,nest15_depth1,char_freq_$,0.8816503800217155,0.8859934853420195,0.8577633007600435,0.8718783930510315,0.6666666666666666,0.8
spambase,nest15_depth2,char_freq_$,0.9044516829533116,0.8968512486427795,0.8762214983713354,0.8849077090119435,0.5,0.5
spambase,nest15_depth3,char_freq_$,0.9196525515743756,0.9250814332247557,0.8794788273615635,0.8816503800217155,0.45454545454545453,0.45454545454545453
spambase,nest200_depth1,char_freq_$,0.9370249728555917,0.9294245385450597,0.8935939196525515,0.8935939196525515,0.4,0.25
spambase,nest200_depth2,char_freq_$,0.9326818675352877,0.9326818675352877,0.8762214983713354,0.8935939196525515,0.5,0.36363636363636365
spambase,nest200_depth3,char_freq_$,0.9337676438653637,0.9294245385450597,0.8762214983713354,0.8935939196525515,0.5,0.3333333333333333
spambase,nest20_depth1,char_freq_$,0.9066232356134636,0.8968512486427795,0.8729641693811075,0.8718783930510315,0.7142857142857143,0.6666666666666666
spambase,nest20_depth2,char_freq_$,0.9109663409337676,0.9044516829533116,0.8762214983713354,0.8870792616720955,0.5,0.5
spambase,nest20_depth3,char_freq_$,0.9305103148751357,0.9250814332247557,0.8762214983713354,0.8925081433224755,0.5,0.3333333333333333
spambase,nest25_depth1,char_freq_$,0.9033659066232356,0.8957654723127035,0.8935939196525515,0.8794788273615635,0.5,0.5714285714285714
spambase,nest25_depth2,char_freq_$,0.9239956568946797,0.9153094462540716,0.8762214983713354,0.8925081433224755,0.5,0.36363636363636365
spambase,nest25_depth3,char_freq_$,0.9315960912052117,0.9229098805646037,0.8762214983713354,0.8925081433224755,0.5,0.3333333333333333
spambase,nest30_depth1,char_freq_$,0.9098805646036916,0.9044516829533116,0.8935939196525515,0.8838219326818675,0.4444444444444444,0.5555555555555556
spambase,nest30_depth2,char_freq_$,0.9207383279044516,0.9174809989142236,0.8762214983713354,0.8925081433224755,0.5,0.36363636363636365
spambase,nest30_depth3,char_freq_$,0.9305103148751357,0.9250814332247557,0.8762214983713354,0.8925081433224755,0.5,0.3333333333333333
spambase,nest35_depth1,char_freq_$,0.9185667752442996,0.9087947882736156,0.8935939196525515,0.8849077090119435,0.4444444444444444,0.4444444444444444
spambase,nest35_depth2,char_freq_$,0.9239956568946797,0.9153094462540716,0.8762214983713354,0.8925081433224755,0.5,0.36363636363636365
spambase,nest35_depth3,char_freq_$,0.9359391965255157,0.9272529858849077,0.8762214983713354,0.8935939196525515,0.5,0.3333333333333333
spambase,nest40_depth1,char_freq_$,0.9185667752442996,0.9087947882736156,0.8935939196525515,0.8849077090119435,0.4444444444444444,0.4444444444444444
spambase,nest40_depth2,char_freq_$,0.9294245385450597,0.9283387622149837,0.8762214983713354,0.8925081433224755,0.5,0.36363636363636365
spambase,nest40_depth3,char_freq_$,0.9348534201954397,0.9261672095548317,0.8762214983713354,0.8935939196525515,0.5,0.3333333333333333
spambase,nest5_depth1,char_freq_$,0.8349619978284474,0.8295331161780674,0.8317046688382194,0.8295331161780674,0.6666666666666666,1.0
spambase,nest5_depth2,char_freq_$,0.8968512486427795,0.8892508143322475,0.8729641693811075,0.8881650380021715,0.7142857142857143,0.8333333333333334
spambase,nest5_depth3,char_freq_$,0.9131378935939196,0.9153094462540716,0.8827361563517915,0.8859934853420195,0.625,0.5555555555555556
