n_estimators,max_depth,Model,Feature,Threshold (≤),Train AUC,Test AUC,Train-Test gap
25,3,TGB,V17,-3.398912787437439,0.8146,0.8365,-0.0219
40,3,TGB,V17,-3.398912787437439,0.8146,0.8365,-0.0219
200,3,TGB,V17,-3.398912787437439,0.8146,0.8365,-0.0219
5,3,TGB,V17,-3.398912787437439,0.8146,0.8365,-0.0219
30,3,TGB,V17,-3.398912787437439,0.8146,0.8365,-0.0219
20,3,TGB,V17,-3.398912787437439,0.8146,0.8365,-0.0219
15,3,TGB,V17,-3.398912787437439,0.8146,0.8365,-0.0219
35,3,TGB,V17,-3.398912787437439,0.8146,0.8365,-0.0219
,,XGBoost,V9,2.1163,0.8473,0.8313,0.016
,,XGBoost,V1,2.2984,0.7896,0.8162,-0.0265
40,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
200,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
100,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
20,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
15,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
5,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
35,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
25,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
10,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
30,3,TGB,V7,-2.1809191703796387,0.7924,0.8027,-0.0103
,,XGBoost,V6,2.1473,0.761,0.791,-0.03
,,XGBoost,V18,2.0385,0.7347,0.7736,-0.0389
100,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
20,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
35,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
40,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
30,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
5,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
200,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
15,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
25,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
10,3,TGB,V12,-5.671812295913696,0.741,0.755,-0.0139
,,XGBoost,V21,0.3161,0.7456,0.7496,-0.0041
100,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
35,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
15,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
5,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
10,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
25,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
40,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
20,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
200,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
30,3,TGB,V12,-6.403985500335693,0.7043,0.7346,-0.0303
,,XGBoost,V5,2.507,0.7044,0.7303,-0.0259
10,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
25,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
15,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
5,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
200,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
100,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
30,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
35,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
20,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
40,3,TGB,V4,0.015975337475538254,0.7448,0.7293,0.0154
100,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
5,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
40,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
15,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
200,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
10,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
25,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
35,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
20,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
30,3,TGB,V7,-3.5619876384735107,0.7162,0.721,-0.0048
,,XGBoost,V27,0.2785,0.6909,0.7204,-0.0295
,,XGBoost,V19,0.5671,0.6416,0.7175,-0.0759
15,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
15,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
200,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
100,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
25,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
5,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
200,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
30,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
5,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
20,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
25,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
35,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
40,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
10,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
10,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
35,2,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
30,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
20,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
100,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
40,3,TGB,V14,-7.754872560501099,0.6979,0.704,-0.0061
,,XGBoost,V20,0.2219,0.6388,0.6949,-0.0562
,,XGBoost,Time,-110551.0,0.5693,0.6295,-0.0602
100,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
200,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
25,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
40,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
35,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
5,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
15,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
30,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
10,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
20,3,TGB,V7,0.23953568562865257,0.6248,0.627,-0.0022
,,XGBoost,V8,0.5129,0.6667,0.6223,0.0444
15,3,TGB,V7,-8.717421054840088,0.6164,0.622,-0.0057
20,3,TGB,V7,-8.717421054840088,0.6164,0.622,-0.0057
,,XGBoost,V28,0.1921,0.6475,0.6195,0.028
100,3,TGB,V8,3.4224048852920532,0.5731,0.5951,-0.022
10,3,TGB,V8,3.4224048852920532,0.5731,0.5951,-0.022
20,3,TGB,V8,3.4224048852920532,0.5731,0.5951,-0.022
40,3,TGB,V8,3.4224048852920532,0.5731,0.5951,-0.022
25,3,TGB,V8,3.4224048852920532,0.5731,0.5951,-0.022
35,3,TGB,V8,3.4224048852920532,0.5731,0.5951,-0.022
30,3,TGB,V8,3.4224048852920532,0.5731,0.5951,-0.022
200,3,TGB,V8,3.4224048852920532,0.5731,0.5951,-0.022
15,3,TGB,V8,3.4224048852920532,0.5731,0.5951,-0.022
200,3,TGB,V10,0.6139545440673828,0.5909,0.5743,0.0166
30,3,TGB,V10,0.6139545440673828,0.5909,0.5743,0.0166
100,3,TGB,V10,0.6139545440673828,0.5909,0.5743,0.0166
15,3,TGB,V10,0.6139545440673828,0.5909,0.5743,0.0166
25,3,TGB,V10,0.6139545440673828,0.5909,0.5743,0.0166
40,3,TGB,V10,0.6139545440673828,0.5909,0.5743,0.0166
20,3,TGB,V10,0.6139545440673828,0.5909,0.5743,0.0166
35,3,TGB,V10,0.6139545440673828,0.5909,0.5743,0.0166
10,3,TGB,V10,0.6139545440673828,0.5909,0.5743,0.0166
15,3,TGB,V10,-11.314587116241455,0.5863,0.5612,0.0251
10,3,TGB,V10,-11.314587116241455,0.5863,0.5612,0.0251
35,3,TGB,V10,-11.314587116241455,0.5863,0.5612,0.0251
200,3,TGB,V10,-11.314587116241455,0.5863,0.5612,0.0251
40,3,TGB,V10,-11.314587116241455,0.5863,0.5612,0.0251
20,3,TGB,V10,-11.314587116241455,0.5863,0.5612,0.0251
25,3,TGB,V10,-11.314587116241455,0.5863,0.5612,0.0251
30,3,TGB,V10,-11.314587116241455,0.5863,0.5612,0.0251
100,3,TGB,V10,-11.314587116241455,0.5863,0.5612,0.0251
,,XGBoost,V23,1.2642,0.5285,0.5604,-0.0319
,,XGBoost,Amount,-0.18,0.558,0.5578,0.0002
,,XGBoost,V24,1.1553,0.566,0.5554,0.0106
,,XGBoost,V26,-0.2689,0.5352,0.5493,-0.0141
,,XGBoost,V25,0.349,0.529,0.5471,-0.0182
35,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
10,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
20,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
200,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
40,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
15,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
30,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
25,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
5,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
100,3,TGB,V27,1.6750953197479248,0.5276,0.5441,-0.0164
15,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
10,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
20,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
100,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
5,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
25,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
30,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
40,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
35,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
200,3,TGB,V27,1.791922926902771,0.5265,0.5239,0.0026
200,3,TGB,V15,-0.45528268814086914,0.5069,0.5203,-0.0134
10,3,TGB,V15,-0.45528268814086914,0.5069,0.5203,-0.0134
40,3,TGB,V15,-0.45528268814086914,0.5069,0.5203,-0.0134
20,3,TGB,V15,-0.45528268814086914,0.5069,0.5203,-0.0134
30,3,TGB,V15,-0.45528268814086914,0.5069,0.5203,-0.0134
100,3,TGB,V15,-0.45528268814086914,0.5069,0.5203,-0.0134
25,3,TGB,V15,-0.45528268814086914,0.5069,0.5203,-0.0134
