n_estimators,max_depth,Model,Feature,Threshold (≤),Train AUC,Test AUC,Train-Test gap
,,XGBoost,ExternalRiskEstimate,74.0,0.7407,0.7521,-0.0114
20,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
20,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
30,2,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
5,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
30,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
5,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
10,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
35,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
200,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
10,2,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
40,2,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
10,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
100,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
15,2,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
200,2,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
20,2,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
200,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
40,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
15,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
35,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
15,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
25,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
25,2,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
100,3,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
40,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
100,2,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
25,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
30,1,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
35,2,TGB,ExternalRiskEstimate,70.5,0.6933,0.7104,-0.0171
200,1,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
15,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
35,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
100,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
20,1,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
40,1,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
15,1,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
10,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
20,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
40,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
100,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
35,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
100,1,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
5,1,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
25,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
5,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
5,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
25,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
25,1,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
15,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
30,1,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
30,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
200,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
30,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
10,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
20,3,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
200,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
35,1,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
40,2,TGB,ExternalRiskEstimate,73.5,0.6954,0.7001,-0.0046
15,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
100,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
40,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
5,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
40,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
40,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
35,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
20,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
20,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
35,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
20,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
30,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
30,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
30,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
25,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
25,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
35,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
25,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
10,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
10,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
15,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
100,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
200,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
200,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
200,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
15,1,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
5,3,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
5,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
100,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
10,2,TGB,ExternalRiskEstimate,74.5,0.6935,0.6982,-0.0047
10,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
20,1,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
100,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
20,2,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
35,2,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
200,1,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
35,1,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
100,1,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
10,2,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
20,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
30,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
200,2,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
30,2,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
30,1,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
200,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
25,1,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
5,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
25,2,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
25,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
35,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
40,2,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
40,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
15,3,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
100,2,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
40,1,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
15,2,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
15,1,TGB,ExternalRiskEstimate,67.5,0.6716,0.6934,-0.0218
200,1,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
200,3,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
100,1,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
35,1,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
30,1,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
200,2,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
15,1,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
15,2,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
40,2,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
10,2,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
30,2,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
20,3,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
40,3,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
100,3,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
35,2,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
30,3,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
40,1,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
20,2,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
25,1,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
100,2,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
20,1,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
10,3,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
15,3,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
25,3,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
25,2,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
35,3,TGB,ExternalRiskEstimate,75.5,0.6876,0.6905,-0.0029
20,3,TGB,ExternalRiskEstimate,66.5,0.6614,0.6861,-0.0247
,,XGBoost,NetFractionRevolvingBurden,-34.0,0.6595,0.6711,-0.0115
200,2,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
100,2,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
30,2,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
25,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
5,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
100,1,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
25,2,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
30,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
15,2,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
200,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
30,1,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
15,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
25,1,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
40,1,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
10,2,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
35,2,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
20,1,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
10,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
35,1,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
100,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
35,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
200,1,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
20,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
40,3,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
40,2,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
20,2,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
15,1,TGB,ExternalRiskEstimate,78.5,0.6673,0.6634,0.0039
15,3,TGB,NetFractionRevolvingBurden,37.5,0.6378,0.6523,-0.0145
30,3,TGB,NetFractionRevolvingBurden,37.5,0.6378,0.6523,-0.0145
200,3,TGB,NetFractionRevolvingBurden,37.5,0.6378,0.6523,-0.0145
20,3,TGB,NetFractionRevolvingBurden,37.5,0.6378,0.6523,-0.0145
25,3,TGB,NetFractionRevolvingBurden,37.5,0.6378,0.6523,-0.0145
100,3,TGB,NetFractionRevolvingBurden,37.5,0.6378,0.6523,-0.0145
35,3,TGB,NetFractionRevolvingBurden,37.5,0.6378,0.6523,-0.0145
40,3,TGB,NetFractionRevolvingBurden,37.5,0.6378,0.6523,-0.0145
,,XGBoost,PercentTradesNeverDelq,96.0,0.6389,0.6492,-0.0103
,,XGBoost,MaxDelq2PublicRecLast12M,7.0,0.6317,0.6451,-0.0134
100,3,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
35,2,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
100,2,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
35,3,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
25,3,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
200,3,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
15,3,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
25,2,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
40,2,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
20,3,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
5,3,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
20,2,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
40,3,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
30,2,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
200,2,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
30,3,TGB,ExternalRiskEstimate,80.5,0.6431,0.6415,0.0015
,,XGBoost,PercentTradesWBalance,-67.0,0.6419,0.6387,0.0031
100,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
40,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
30,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
20,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
10,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
200,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
25,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
15,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
5,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
35,3,TGB,ExternalRiskEstimate,63.5,0.6251,0.6378,-0.0128
15,3,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
20,3,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
200,3,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
100,3,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
35,3,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
25,3,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
30,3,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
5,3,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
15,2,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
40,3,TGB,NetFractionRevolvingBurden,47.5,0.6267,0.6372,-0.0105
,,XGBoost,AverageMInFile,70.0,0.6378,0.6357,0.0021
35,2,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
200,2,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
10,2,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
40,3,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
30,2,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
20,3,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
20,2,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
100,3,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
100,2,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
40,2,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
10,3,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
35,3,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
30,3,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
15,2,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
15,3,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
25,2,TGB,ExternalRiskEstimate,81.5,0.6314,0.6284,0.003
