n_estimators,max_depth,Model,Feature,Threshold (≤),Train AUC,Test AUC,Train-Test gap
35,3,TGB,gender_Male,0.5,0.5505,0.5886,-0.0381
15,3,TGB,gender_Female,0.5,0.5505,0.5886,-0.0381
35,3,TGB,gender_Female,0.5,0.5505,0.5886,-0.0381
30,2,TGB,gender_Female,0.5,0.5505,0.5886,-0.0381
25,2,TGB,gender_Female,0.5,0.5505,0.5886,-0.0381
15,2,TGB,gender_Female,0.5,0.5505,0.5886,-0.0381
10,3,TGB,gender_Male,0.5,0.5505,0.5886,-0.0381
30,3,TGB,gender_Female,0.5,0.5505,0.5886,-0.0381
30,3,TGB,gender_Male,0.5,0.5505,0.5886,-0.0381
20,2,TGB,gender_Female,0.5,0.5505,0.5886,-0.0381
10,2,TGB,gender_Female,0.5,0.5505,0.5886,-0.0381
20,3,TGB,gender_Male,0.5,0.5505,0.5886,-0.0381
35,2,TGB,gender_Female,0.5,0.5505,0.5886,-0.0381
200,1,TGB,number_inpatient,1.5,0.568,0.5683,-0.0003
100,3,TGB,number_inpatient,1.5,0.568,0.5683,-0.0003
200,2,TGB,number_inpatient,1.5,0.568,0.5683,-0.0003
200,3,TGB,number_inpatient,1.5,0.568,0.5683,-0.0003
100,2,TGB,number_inpatient,1.5,0.568,0.5683,-0.0003
40,1,TGB,number_inpatient,1.5,0.568,0.5683,-0.0003
100,1,TGB,number_inpatient,1.5,0.568,0.5683,-0.0003
40,3,TGB,number_inpatient,1.5,0.568,0.5683,-0.0003
40,2,TGB,number_inpatient,1.5,0.568,0.5683,-0.0003
10,3,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
35,3,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
15,3,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
20,2,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
30,2,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
15,2,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
25,2,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
35,2,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
10,2,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
20,3,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
30,3,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
25,3,TGB,age_[80-90),0.5,0.5036,0.5657,-0.0621
,,XGBoost,number_diagnoses,7.0,0.5594,0.5584,0.001
10,2,TGB,discharge_disposition_id,6.5,0.5046,0.5571,-0.0526
25,2,TGB,discharge_disposition_id,6.5,0.5046,0.5571,-0.0526
15,2,TGB,discharge_disposition_id,6.5,0.5046,0.5571,-0.0526
35,2,TGB,discharge_disposition_id,6.5,0.5046,0.5571,-0.0526
20,2,TGB,discharge_disposition_id,6.5,0.5046,0.5571,-0.0526
30,2,TGB,discharge_disposition_id,6.5,0.5046,0.5571,-0.0526
25,3,TGB,num_lab_procedures,50.0,0.5148,0.5543,-0.0395
20,3,TGB,num_lab_procedures,50.0,0.5148,0.5543,-0.0395
35,3,TGB,num_medications,15.5,0.6316,0.5543,0.0773
35,3,TGB,num_lab_procedures,74.0,0.5286,0.5543,-0.0257
35,2,TGB,num_medications,15.5,0.6316,0.5543,0.0773
25,1,TGB,num_medications,15.5,0.6316,0.5543,0.0773
30,3,TGB,num_lab_procedures,50.5,0.5148,0.5543,-0.0395
25,2,TGB,num_medications,15.5,0.6316,0.5543,0.0773
30,3,TGB,num_medications,15.5,0.6316,0.5543,0.0773
25,3,TGB,num_medications,15.5,0.6316,0.5543,0.0773
35,3,TGB,num_lab_procedures,50.5,0.5148,0.5543,-0.0395
30,2,TGB,num_medications,15.5,0.6316,0.5543,0.0773
30,1,TGB,num_medications,15.5,0.6316,0.5543,0.0773
30,3,TGB,num_lab_procedures,74.0,0.5286,0.5543,-0.0257
35,1,TGB,num_medications,15.5,0.6316,0.5543,0.0773
5,1,TGB,num_medications,15.5,0.6316,0.5543,0.0773
20,1,TGB,num_medications,15.5,0.6316,0.5543,0.0773
15,2,TGB,num_medications,15.5,0.6316,0.5543,0.0773
20,2,TGB,num_medications,15.5,0.6316,0.5543,0.0773
10,3,TGB,num_medications,15.5,0.6316,0.5543,0.0773
5,3,TGB,num_medications,15.5,0.6316,0.5543,0.0773
10,1,TGB,num_medications,15.5,0.6316,0.5543,0.0773
10,2,TGB,num_medications,15.5,0.6316,0.5543,0.0773
20,3,TGB,num_medications,15.5,0.6316,0.5543,0.0773
15,3,TGB,num_lab_procedures,50.5,0.5148,0.5543,-0.0395
15,3,TGB,num_medications,15.5,0.6316,0.5543,0.0773
5,2,TGB,num_medications,15.5,0.6316,0.5543,0.0773
15,1,TGB,num_medications,15.5,0.6316,0.5543,0.0773
10,3,TGB,num_lab_procedures,50.5,0.5148,0.5543,-0.0395
25,3,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
30,2,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
10,2,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
10,3,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
20,2,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
35,3,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
25,2,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
15,2,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
15,3,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
30,3,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
35,2,TGB,num_lab_procedures,47.5,0.5082,0.5514,-0.0433
100,3,TGB,number_diagnoses,6.5,0.5482,0.5491,-0.0009
40,2,TGB,number_diagnoses,6.5,0.5482,0.5491,-0.0009
40,3,TGB,number_diagnoses,6.5,0.5482,0.5491,-0.0009
200,2,TGB,number_diagnoses,6.5,0.5482,0.5491,-0.0009
100,2,TGB,number_diagnoses,6.5,0.5482,0.5491,-0.0009
200,3,TGB,number_diagnoses,6.5,0.5482,0.5491,-0.0009
35,3,TGB,discharge_disposition_id,5.5,0.5143,0.5486,-0.0343
30,3,TGB,discharge_disposition_id,3.5,0.5051,0.5486,-0.0435
25,3,TGB,discharge_disposition_id,3.5,0.5051,0.5486,-0.0435
10,3,TGB,discharge_disposition_id,4.5,0.5051,0.5486,-0.0435
20,3,TGB,discharge_disposition_id,4.5,0.5051,0.5486,-0.0435
15,3,TGB,discharge_disposition_id,4.5,0.5051,0.5486,-0.0435
30,3,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
15,3,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
35,3,TGB,num_lab_procedures,87.5,0.5245,0.5457,-0.0212
5,3,TGB,glyburide_No,0.5,0.5133,0.5457,-0.0324
10,2,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
35,3,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
30,2,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
10,3,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
15,2,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
35,2,TGB,diag_3_250,0.5,0.5515,0.5457,0.0058
15,3,TGB,glyburide_No,0.5,0.5133,0.5457,-0.0324
