binary_variable,tree_count,total_binary_variables,importance
M31523_at <= 0.14655190333724022,20,3,0.19073359073359059
M92287_at <= -0.4572294354438782,10,3,0.5478390998512612
M23197_at <= 0.30462484061717987,10,3,0.26142730941514825
