model,depth_budget,lambda_reg,rashomon_mult,accuracy,macro_f1,ensemble_accuracy,n_leaves,n_nodes,n_trees_in_set,duration
LicketyRESPLIT,5,0.01,0.05,0.6099855282199711,0.54,0.6374819102749638,2,3,400,0.0
