parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest40_depth3,40,3,NumSatisfactoryTrades,9.5,2,106,0.0044
nest40_depth3,40,3,PercentInstallTrades,43.5,1,106,0.0044
nest40_depth3,40,3,PercentTradesWBalance,81.5,1,106,0.0042
nest40_depth3,40,3,ExternalRiskEstimate,84.5,1,106,0.0039
nest40_depth3,40,3,NumSatisfactoryTrades,19.5,1,106,0.0034
nest40_depth3,40,3,ExternalRiskEstimate,62.5,1,106,0.0029
nest40_depth3,40,3,PercentTradesWBalance,43.5,1,106,0.0028
nest40_depth3,40,3,PercentInstallTrades,53.5,1,106,0.0021
nest40_depth3,40,3,AverageMInFile,57.5,1,106,0.0019
nest40_depth3,40,3,AverageMInFile,88.5,1,106,0.0018
nest40_depth3,40,3,MSinceOldestTradeOpen,138.5,1,106,0.0016
nest40_depth3,40,3,PercentTradesWBalance,2,1,106,0.0009
nest40_depth3,40,3,MSinceOldestTradeOpen,392,1,106,0.0009
nest100_depth1,100,1,ExternalRiskEstimate,70.5,3,37,0.1636
nest100_depth1,100,1,ExternalRiskEstimate,74.5,2,37,0.1539
nest100_depth1,100,1,ExternalRiskEstimate,78.5,2,37,0.0954
nest100_depth1,100,1,ExternalRiskEstimate,73.5,1,37,0.0941
nest100_depth1,100,1,ExternalRiskEstimate,75.5,1,37,0.0657
nest100_depth1,100,1,ExternalRiskEstimate,67.5,1,37,0.0471
nest100_depth2,100,2,ExternalRiskEstimate,74.5,2,115,0.169
nest100_depth2,100,2,ExternalRiskEstimate,73.5,2,115,0.1375
nest100_depth2,100,2,ExternalRiskEstimate,70.5,4,115,0.1254
nest100_depth2,100,2,ExternalRiskEstimate,75.5,2,115,0.0521
nest100_depth2,100,2,MSinceMostRecentInqexcl7days,-7.5,2,115,0.0483
nest100_depth2,100,2,ExternalRiskEstimate,78.5,2,115,0.0409
nest100_depth2,100,2,MSinceMostRecentInqexcl7days,0.5,2,115,0.0382
nest100_depth2,100,2,ExternalRiskEstimate,67.5,2,115,0.0317
nest100_depth2,100,2,MSinceMostRecentInqexcl7days,1.5,3,115,0.0253
nest100_depth2,100,2,AverageMInFile,63.5,1,115,0.0138
nest100_depth2,100,2,NetFractionRevolvingBurden,57.5,1,115,0.0117
nest100_depth2,100,2,PercentTradesWBalance,47.5,1,115,0.011
nest100_depth2,100,2,AverageMInFile,59.5,1,115,0.0104
nest100_depth2,100,2,PercentTradesWBalance,73.5,1,115,0.0082
nest100_depth2,100,2,ExternalRiskEstimate,81.5,1,115,0.0067
nest100_depth2,100,2,PercentTradesWBalance,43.5,1,115,0.0064
nest100_depth2,100,2,AverageMInFile,49.5,1,115,0.0062
nest100_depth2,100,2,ExternalRiskEstimate,80.5,1,115,0.0057
nest100_depth3,100,3,ExternalRiskEstimate,74.5,3,284,0.1911
nest100_depth3,100,3,ExternalRiskEstimate,73.5,3,284,0.1387
nest100_depth3,100,3,ExternalRiskEstimate,70.5,4,284,0.106
nest100_depth3,100,3,MSinceMostRecentInqexcl7days,0.5,9,284,0.0412
nest100_depth3,100,3,MSinceMostRecentInqexcl7days,-7.5,3,284,0.0358
nest100_depth3,100,3,ExternalRiskEstimate,75.5,1,284,0.0297
nest100_depth3,100,3,ExternalRiskEstimate,78.5,3,284,0.0285
nest100_depth3,100,3,ExternalRiskEstimate,67.5,2,284,0.0277
nest100_depth3,100,3,MSinceMostRecentInqexcl7days,1.5,4,284,0.0191
nest100_depth3,100,3,ExternalRiskEstimate,63.5,3,284,0.0146
nest100_depth3,100,3,PercentTradesWBalance,47.5,2,284,0.0143
nest100_depth3,100,3,NetFractionRevolvingBurden,37.5,1,284,0.0085
nest100_depth3,100,3,AverageMInFile,42.5,1,284,0.0082
nest100_depth3,100,3,PercentTradesWBalance,73.5,1,284,0.0067
nest100_depth3,100,3,NumSatisfactoryTrades,15.5,2,284,0.0066
nest100_depth3,100,3,ExternalRiskEstimate,81.5,1,284,0.006
nest100_depth3,100,3,NetFractionRevolvingBurden,57.5,2,284,0.0059
nest100_depth3,100,3,NumSatisfactoryTrades,27.5,1,284,0.0058
nest100_depth3,100,3,AverageMInFile,64.5,1,284,0.0058
nest100_depth3,100,3,NumSatisfactoryTrades,18.5,1,284,0.0057
nest100_depth3,100,3,AverageMInFile,49.5,1,284,0.0056
nest100_depth3,100,3,NetFractionRevolvingBurden,47.5,1,284,0.0055
nest100_depth3,100,3,AverageMInFile,59.5,1,284,0.0047
nest100_depth3,100,3,NetFractionRevolvingBurden,59.5,1,284,0.0046
nest100_depth3,100,3,AverageMInFile,63.5,1,284,0.0044
nest100_depth3,100,3,PercentInstallTrades,43.5,1,284,0.0044
nest100_depth3,100,3,NumSatisfactoryTrades,9.5,2,284,0.0043
nest100_depth3,100,3,PercentInstallTrades,45.5,1,284,0.0043
nest100_depth3,100,3,ExternalRiskEstimate,80.5,1,284,0.0042
nest100_depth3,100,3,PercentTradesWBalance,81.5,1,284,0.0037
nest100_depth3,100,3,PercentTradesWBalance,24,1,284,0.0035
nest100_depth3,100,3,ExternalRiskEstimate,84.5,1,284,0.0035
nest100_depth3,100,3,ExternalRiskEstimate,62.5,1,284,0.0034
nest100_depth3,100,3,NumSatisfactoryTrades,19.5,1,284,0.003
nest100_depth3,100,3,PercentTradesWBalance,43.5,1,284,0.0025
nest100_depth3,100,3,MSinceOldestTradeOpen,138.5,1,284,0.0018
nest100_depth3,100,3,AverageMInFile,57.5,1,284,0.0017
nest100_depth3,100,3,PercentInstallTrades,53.5,1,284,0.0016
nest100_depth3,100,3,AverageMInFile,88.5,1,284,0.0015
nest100_depth3,100,3,PercentTradesWBalance,2,1,284,0.0013
nest100_depth3,100,3,MSinceOldestTradeOpen,392,1,284,0.0008
nest200_depth1,200,1,ExternalRiskEstimate,70.5,3,64,0.1548
nest200_depth1,200,1,ExternalRiskEstimate,74.5,2,64,0.1456
nest200_depth1,200,1,ExternalRiskEstimate,78.5,2,64,0.0902
nest200_depth1,200,1,ExternalRiskEstimate,73.5,1,64,0.089
nest200_depth1,200,1,ExternalRiskEstimate,75.5,1,64,0.0621
nest200_depth1,200,1,ExternalRiskEstimate,67.5,1,64,0.0446
nest200_depth2,200,2,ExternalRiskEstimate,74.5,2,218,0.1588
nest200_depth2,200,2,ExternalRiskEstimate,73.5,2,218,0.1296
nest200_depth2,200,2,ExternalRiskEstimate,70.5,4,218,0.1179
nest200_depth2,200,2,ExternalRiskEstimate,75.5,2,218,0.0495
nest200_depth2,200,2,MSinceMostRecentInqexcl7days,-7.5,2,218,0.0465
nest200_depth2,200,2,ExternalRiskEstimate,78.5,2,218,0.0384
nest200_depth2,200,2,MSinceMostRecentInqexcl7days,0.5,2,218,0.0363
nest200_depth2,200,2,ExternalRiskEstimate,67.5,2,218,0.0298
nest200_depth2,200,2,MSinceMostRecentInqexcl7days,1.5,3,218,0.0239
nest200_depth2,200,2,AverageMInFile,63.5,1,218,0.013
nest200_depth2,200,2,NetFractionRevolvingBurden,57.5,1,218,0.011
nest200_depth2,200,2,PercentTradesWBalance,47.5,1,218,0.0106
nest200_depth2,200,2,AverageMInFile,59.5,1,218,0.0098
nest200_depth2,200,2,PercentTradesWBalance,73.5,1,218,0.008
nest200_depth2,200,2,ExternalRiskEstimate,81.5,1,218,0.0063
nest200_depth2,200,2,PercentTradesWBalance,43.5,1,218,0.006
nest200_depth2,200,2,AverageMInFile,49.5,1,218,0.0058
nest200_depth2,200,2,ExternalRiskEstimate,80.5,1,218,0.0054
nest200_depth3,200,3,ExternalRiskEstimate,74.5,3,403,0.1719
nest200_depth3,200,3,ExternalRiskEstimate,73.5,3,403,0.1248
nest200_depth3,200,3,ExternalRiskEstimate,70.5,4,403,0.0958
nest200_depth3,200,3,MSinceMostRecentInqexcl7days,0.5,9,403,0.0372
nest200_depth3,200,3,MSinceMostRecentInqexcl7days,-7.5,3,403,0.0327
nest200_depth3,200,3,ExternalRiskEstimate,75.5,1,403,0.0271
nest200_depth3,200,3,ExternalRiskEstimate,78.5,3,403,0.0259
nest200_depth3,200,3,ExternalRiskEstimate,67.5,2,403,0.0249
nest200_depth3,200,3,MSinceMostRecentInqexcl7days,1.5,4,403,0.0173
nest200_depth3,200,3,ExternalRiskEstimate,63.5,3,403,0.014
nest200_depth3,200,3,PercentTradesWBalance,47.5,2,403,0.0129
nest200_depth3,200,3,NetFractionRevolvingBurden,37.5,1,403,0.0077
nest200_depth3,200,3,AverageMInFile,42.5,1,403,0.0073
nest200_depth3,200,3,PercentTradesWBalance,73.5,1,403,0.0062
nest200_depth3,200,3,NumSatisfactoryTrades,15.5,2,403,0.0059
nest200_depth3,200,3,NumSatisfactoryTrades,18.5,1,403,0.0058
nest200_depth3,200,3,NetFractionRevolvingBurden,57.5,2,403,0.0055
nest200_depth3,200,3,NumSatisfactoryTrades,27.5,1,403,0.0055
nest200_depth3,200,3,ExternalRiskEstimate,81.5,1,403,0.0054
nest200_depth3,200,3,AverageMInFile,64.5,1,403,0.0052
nest200_depth3,200,3,AverageMInFile,49.5,1,403,0.005
nest200_depth3,200,3,NetFractionRevolvingBurden,47.5,1,403,0.0049
nest200_depth3,200,3,AverageMInFile,63.5,1,403,0.0044
nest200_depth3,200,3,AverageMInFile,59.5,1,403,0.0044
nest200_depth3,200,3,NumSatisfactoryTrades,9.5,2,403,0.0042
nest200_depth3,200,3,NetFractionRevolvingBurden,59.5,1,403,0.0041
nest200_depth3,200,3,PercentInstallTrades,45.5,1,403,0.0041
nest200_depth3,200,3,PercentInstallTrades,43.5,1,403,0.0041
nest200_depth3,200,3,ExternalRiskEstimate,80.5,1,403,0.0038
nest200_depth3,200,3,PercentTradesWBalance,81.5,1,403,0.0035
nest200_depth3,200,3,ExternalRiskEstimate,84.5,1,403,0.0034
nest200_depth3,200,3,ExternalRiskEstimate,62.5,1,403,0.0033
nest200_depth3,200,3,PercentTradesWBalance,24,1,403,0.0032
nest200_depth3,200,3,NumSatisfactoryTrades,19.5,1,403,0.0029
nest200_depth3,200,3,PercentTradesWBalance,43.5,1,403,0.0022
nest200_depth3,200,3,MSinceOldestTradeOpen,138.5,1,403,0.0018
nest200_depth3,200,3,AverageMInFile,57.5,1,403,0.0016
nest200_depth3,200,3,PercentInstallTrades,53.5,1,403,0.0014
nest200_depth3,200,3,PercentTradesWBalance,2,1,403,0.0012
nest200_depth3,200,3,AverageMInFile,88.5,1,403,0.0012
nest200_depth3,200,3,MSinceOldestTradeOpen,391.5,1,403,0.0009
