parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest200_depth3,200,3,discharge_disposition_id,10.5,2,352,0.0184
nest200_depth3,200,3,number_inpatient,2.5,3,352,0.0169
nest200_depth3,200,3,number_diagnoses,6.5,3,352,0.0159
nest200_depth3,200,3,discharge_disposition_id,8.5,2,352,0.0148
nest200_depth3,200,3,discharge_disposition_id,9.5,3,352,0.0115
nest200_depth3,200,3,diabetesMed_No,0.5,2,352,0.0114
nest200_depth3,200,3,discharge_disposition_id,7.5,3,352,0.0085
nest200_depth3,200,3,number_inpatient,3.5,1,352,0.0066
nest200_depth3,200,3,diabetesMed_Yes,0.5,2,352,0.0063
nest200_depth3,200,3,number_emergency,1.5,1,352,0.0052
nest200_depth3,200,3,diag_1_278,0.5,2,352,0.005
nest200_depth3,200,3,discharge_disposition_id,1.5,2,352,0.0042
nest200_depth3,200,3,number_inpatient,4.5,1,352,0.0016
