parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest25_depth3,25,3,discharge_disposition_id,3.5,1,37,0.0111
nest25_depth3,25,3,race_AfricanAmerican,0.5,1,37,0.0108
nest25_depth3,25,3,num_lab_procedures,55.5,1,37,0.0093
nest25_depth3,25,3,diag_3_682,0.5,3,37,0.0066
nest25_depth3,25,3,diag_1_493,0.5,1,37,0.0059
nest30_depth1,30,1,num_medications,10.5,3,7,0.1828
nest30_depth1,30,1,num_medications,15.5,2,7,0.1787
nest30_depth1,30,1,number_inpatient,1.5,2,7,0.1767
nest30_depth1,30,1,time_in_hospital,7.5,2,7,0.162
nest30_depth1,30,1,num_lab_procedures,95.5,1,7,0.1612
nest30_depth2,30,2,time_in_hospital,7.5,4,43,0.11
nest30_depth2,30,2,num_lab_procedures,95.5,4,43,0.1028
nest30_depth2,30,2,num_medications,15.5,2,43,0.1009
nest30_depth2,30,2,num_medications,10.5,3,43,0.0939
nest30_depth2,30,2,number_inpatient,1.5,2,43,0.071
nest30_depth2,30,2,diag_3_250,0.5,2,43,0.0644
nest30_depth2,30,2,number_inpatient,0.5,3,43,0.0642
nest30_depth2,30,2,race_?,0.5,2,43,0.0494
nest30_depth2,30,2,num_lab_procedures,47.5,1,43,0.0395
nest30_depth2,30,2,diag_2_781,0.5,1,43,0.0304
nest30_depth2,30,2,admission_source_id,4.5,1,43,0.0272
nest30_depth2,30,2,gender_Female,0.5,1,43,0.0229
nest30_depth2,30,2,diag_1_574,0.5,1,43,0.0129
nest30_depth2,30,2,discharge_disposition_id,6.5,1,43,0.0088
nest30_depth2,30,2,age_[80-90),0.5,1,43,0.0088
nest30_depth2,30,2,diag_1_250.6,0.5,1,43,0.0086
nest30_depth3,30,3,num_medications,15.5,3,81,0.0748
nest30_depth3,30,3,time_in_hospital,7.5,4,81,0.0716
nest30_depth3,30,3,num_lab_procedures,95.5,6,81,0.066
nest30_depth3,30,3,num_medications,10.5,3,81,0.0625
nest30_depth3,30,3,diag_3_250,0.5,3,81,0.0505
nest30_depth3,30,3,race_?,0.5,3,81,0.041
nest30_depth3,30,3,number_inpatient,1,2,81,0.0388
nest30_depth3,30,3,diag_2_781,0.5,4,81,0.0374
nest30_depth3,30,3,number_inpatient,0.5,5,81,0.0371
nest30_depth3,30,3,num_lab_procedures,87.5,3,81,0.0314
nest30_depth3,30,3,diag_2_250.6,0.5,2,81,0.0291
nest30_depth3,30,3,admission_source_id,4.5,2,81,0.0284
nest30_depth3,30,3,diag_3_599,0.5,2,81,0.0262
nest30_depth3,30,3,diag_1_428,0.5,1,81,0.0233
nest30_depth3,30,3,gender_Female,0.5,1,81,0.0232
nest30_depth3,30,3,num_lab_procedures,50.5,1,81,0.0216
nest30_depth3,30,3,discharge_disposition_id,1.5,2,81,0.0202
nest30_depth3,30,3,gender_Male,0.5,2,81,0.0185
nest30_depth3,30,3,num_medications,9.5,2,81,0.0175
nest30_depth3,30,3,diag_1_574,0.5,1,81,0.0171
nest30_depth3,30,3,num_lab_procedures,47.5,1,81,0.0154
nest30_depth3,30,3,num_medications,17.5,1,81,0.013
nest30_depth3,30,3,age_[70-80),0.5,1,81,0.0113
nest30_depth3,30,3,num_medications,6.5,1,81,0.0093
nest30_depth3,30,3,num_lab_procedures,55.5,1,81,0.0089
nest30_depth3,30,3,race_AfricanAmerican,0.5,1,81,0.0082
nest30_depth3,30,3,age_[80-90),0.5,1,81,0.0077
nest30_depth3,30,3,diag_3_682,0.5,1,81,0.0062
nest30_depth3,30,3,repaglinide_No,0.5,1,81,0.006
nest30_depth3,30,3,discharge_disposition_id,3.5,1,81,0.006
nest30_depth3,30,3,diag_1_493,0.5,1,81,0.0056
nest30_depth3,30,3,num_lab_procedures,74,1,81,0.0042
nest30_depth3,30,3,age_[30-40),0.5,1,81,0.004
nest30_depth3,30,3,diag_1_250.03,0.5,1,81,0.0
nest30_depth3,30,3,diag_3_250.03,0.5,1,81,0.0
nest35_depth1,35,1,num_medications,15.5,2,12,0.1796
nest35_depth1,35,1,num_medications,10.5,3,12,0.1463
nest35_depth1,35,1,time_in_hospital,7.5,2,12,0.1459
nest35_depth1,35,1,num_lab_procedures,95.5,1,12,0.1459
nest35_depth1,35,1,number_inpatient,1.5,2,12,0.1209
nest35_depth2,35,2,time_in_hospital,7.5,4,47,0.1093
