parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest40_depth2,40,2,number_inpatient,2.5,1,33,0.0199
nest40_depth2,40,2,number_diagnoses,6.5,1,33,0.0092
nest40_depth2,40,2,number_inpatient,3.5,1,33,0.0087
nest40_depth3,40,3,number_inpatient,0.5,10,71,0.3418
nest40_depth3,40,3,change,0.5,8,71,0.0623
nest40_depth3,40,3,number_inpatient,1.5,6,71,0.0569
nest40_depth3,40,3,number_diagnoses,5.5,7,71,0.0492
nest40_depth3,40,3,discharge_disposition_id,10.5,10,71,0.0486
nest40_depth3,40,3,discharge_disposition_id,10,6,71,0.0425
nest40_depth3,40,3,number_outpatient,0.5,4,71,0.0359
nest40_depth3,40,3,number_emergency,0.5,2,71,0.0292
nest40_depth3,40,3,number_inpatient,2.5,2,71,0.0155
nest40_depth3,40,3,age,6.5,2,71,0.0137
nest40_depth3,40,3,gender,0.5,2,71,0.0132
nest40_depth3,40,3,num_procedures,0.5,2,71,0.0102
nest40_depth3,40,3,number_diagnoses,6.5,2,71,0.0099
nest40_depth3,40,3,number_inpatient,3.5,2,71,0.0087
nest40_depth3,40,3,diag_1,98.5,1,71,0.0086
nest40_depth3,40,3,num_medications,6.5,1,71,0.0066
nest40_depth3,40,3,discharge_disposition_id,1.5,1,71,0.0027
nest40_depth3,40,3,num_lab_procedures,35.5,2,71,0.0019
nest100_depth1,100,1,number_inpatient,0.5,6,27,0.3662
nest100_depth1,100,1,number_inpatient,1.5,3,27,0.1538
nest100_depth1,100,1,number_diagnoses,5.5,1,27,0.0774
nest100_depth2,100,2,number_inpatient,0.5,8,77,0.3003
nest100_depth2,100,2,number_inpatient,1.5,4,77,0.0858
nest100_depth2,100,2,change,0.5,3,77,0.0651
nest100_depth2,100,2,discharge_disposition_id,10,5,77,0.0609
nest100_depth2,100,2,number_diagnoses,5.5,4,77,0.0558
nest100_depth2,100,2,number_outpatient,0.5,2,77,0.0394
nest100_depth2,100,2,number_inpatient,2.5,1,77,0.0179
nest100_depth2,100,2,discharge_disposition_id,10.5,1,77,0.0162
nest100_depth2,100,2,number_inpatient,3.5,1,77,0.0082
nest100_depth2,100,2,number_diagnoses,6.5,1,77,0.0079
nest100_depth3,100,3,number_inpatient,0.5,10,187,0.2698
nest100_depth3,100,3,change,0.5,8,187,0.0544
nest100_depth3,100,3,number_inpatient,1.5,6,187,0.0462
nest100_depth3,100,3,discharge_disposition_id,10.5,11,187,0.0461
nest100_depth3,100,3,discharge_disposition_id,10,5,187,0.0401
nest100_depth3,100,3,number_diagnoses,5.5,7,187,0.0394
nest100_depth3,100,3,number_outpatient,0.5,4,187,0.0302
nest100_depth3,100,3,number_emergency,0.5,2,187,0.0243
nest100_depth3,100,3,gender,0.5,2,187,0.0136
nest100_depth3,100,3,number_inpatient,2.5,2,187,0.0127
nest100_depth3,100,3,age,6.5,2,187,0.0126
nest100_depth3,100,3,num_procedures,0.5,2,187,0.009
nest100_depth3,100,3,number_diagnoses,6.5,2,187,0.0079
nest100_depth3,100,3,number_inpatient,3.5,2,187,0.0077
nest100_depth3,100,3,discharge_disposition_id,1.5,1,187,0.0075
nest100_depth3,100,3,diag_1,98.5,1,187,0.0072
nest100_depth3,100,3,num_medications,6.5,1,187,0.006
nest100_depth3,100,3,num_lab_procedures,35.5,2,187,0.0015
nest200_depth1,200,1,number_inpatient,0.5,6,38,0.3134
nest200_depth1,200,1,number_inpatient,1.5,3,38,0.1309
nest200_depth1,200,1,number_diagnoses,5.5,1,38,0.0671
nest200_depth2,200,2,number_inpatient,0.5,8,143,0.2575
nest200_depth2,200,2,number_inpatient,1.5,4,143,0.0735
nest200_depth2,200,2,change,0.5,3,143,0.0618
nest200_depth2,200,2,number_diagnoses,5.5,4,143,0.048
nest200_depth2,200,2,discharge_disposition_id,10,3,143,0.0397
nest200_depth2,200,2,discharge_disposition_id,10.5,3,143,0.0368
nest200_depth2,200,2,number_outpatient,0.5,2,143,0.0349
nest200_depth2,200,2,number_inpatient,2.5,1,143,0.0155
nest200_depth2,200,2,number_inpatient,3.5,1,143,0.0072
nest200_depth2,200,2,number_diagnoses,6.5,1,143,0.0067
nest200_depth3,200,3,number_inpatient,0.5,10,264,0.2359
nest200_depth3,200,3,change,0.5,8,264,0.0564
nest200_depth3,200,3,discharge_disposition_id,10,8,264,0.0433
nest200_depth3,200,3,discharge_disposition_id,10.5,8,264,0.0386
nest200_depth3,200,3,number_diagnoses,5.5,7,264,0.035
nest200_depth3,200,3,number_outpatient,0.5,4,264,0.027
nest200_depth3,200,3,number_emergency,0.5,2,264,0.0221
nest200_depth3,200,3,number_inpatient,1.5,2,264,0.0219
nest200_depth3,200,3,number_inpatient,1,4,264,0.0183
nest200_depth3,200,3,gender,0.5,2,264,0.0123
nest200_depth3,200,3,number_inpatient,2.5,2,264,0.0117
nest200_depth3,200,3,age,6.5,2,264,0.0114
nest200_depth3,200,3,num_procedures,0.5,2,264,0.0092
nest200_depth3,200,3,discharge_disposition_id,1.5,1,264,0.0079
nest200_depth3,200,3,number_diagnoses,6.5,2,264,0.0073
nest200_depth3,200,3,number_inpatient,3.5,2,264,0.0067
nest200_depth3,200,3,diag_1,98.5,1,264,0.0064
nest200_depth3,200,3,num_medications,6.5,1,264,0.0054
nest200_depth3,200,3,num_lab_procedures,35.5,2,264,0.0013
