parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest40_depth3,40,3,word_freq_free,0.215,2,154,0.019
nest40_depth3,40,3,capital_run_length_longest,17.5,1,154,0.0178
nest40_depth3,40,3,word_freq_hp,0.23,2,154,0.0143
nest40_depth3,40,3,word_freq_remove,0.075,2,154,0.0136
nest40_depth3,40,3,word_freq_money,0.01,3,154,0.0133
nest40_depth3,40,3,capital_run_length_average,2.3995,1,154,0.0127
nest40_depth3,40,3,word_freq_edu,0.165,2,154,0.0107
nest40_depth3,40,3,word_freq_hp,0.22,1,154,0.0099
nest40_depth3,40,3,word_freq_hp,0.41,1,154,0.0092
nest40_depth3,40,3,capital_run_length_average,2.292,1,154,0.009
nest40_depth3,40,3,word_freq_your,0.375,2,154,0.0088
nest40_depth3,40,3,word_freq_free,0.105,2,154,0.0086
nest40_depth3,40,3,word_freq_george,0.02,2,154,0.0085
nest40_depth3,40,3,word_freq_free,0.115,1,154,0.0079
nest40_depth3,40,3,capital_run_length_total,68.5,1,154,0.0077
nest40_depth3,40,3,word_freq_edu,0.49,2,154,0.006
nest40_depth3,40,3,capital_run_length_average,2.7545,1,154,0.0057
nest40_depth3,40,3,char_freq_$,0.0805,1,154,0.0051
nest40_depth3,40,3,word_freq_hp,0.4,1,154,0.0043
nest40_depth3,40,3,char_freq_$,0.164,1,154,0.0038
nest40_depth3,40,3,word_freq_george,0.04,2,154,0.0037
nest40_depth3,40,3,word_freq_your,0.6,1,154,0.0036
nest40_depth3,40,3,word_freq_george,0.025,1,154,0.0031
nest40_depth3,40,3,word_freq_hp,0.39,1,154,0.003
nest40_depth3,40,3,word_freq_george,0.08,2,154,0.0028
nest40_depth3,40,3,word_freq_1999,0.065,1,154,0.0025
nest40_depth3,40,3,word_freq_free,0.63,1,154,0.0021
nest40_depth3,40,3,word_freq_george,0.14,2,154,0.0021
nest40_depth3,40,3,word_freq_meeting,0.46,1,154,0.0019
nest40_depth3,40,3,word_freq_edu,0.175,1,154,0.0011
nest40_depth3,40,3,word_freq_email,0.285,1,154,0.0008
nest100_depth1,100,1,char_freq_!,0.0795,3,40,0.1747
nest100_depth1,100,1,word_freq_remove,0.01,2,40,0.1226
nest100_depth1,100,1,char_freq_$,0.0555,1,40,0.1136
nest100_depth1,100,1,word_freq_free,0.135,1,40,0.0651
nest100_depth1,100,1,char_freq_$,0.0445,1,40,0.0644
nest100_depth1,100,1,word_freq_your,0.605,1,40,0.049
nest100_depth1,100,1,char_freq_$,0.0295,1,40,0.0449
nest100_depth2,100,2,char_freq_!,0.0795,4,109,0.1683
nest100_depth2,100,2,char_freq_$,0.0555,2,109,0.1332
nest100_depth2,100,2,word_freq_remove,0.055,3,109,0.0757
nest100_depth2,100,2,word_freq_free,0.025,1,109,0.0435
nest100_depth2,100,2,word_freq_hp,0.12,2,109,0.0406
nest100_depth2,100,2,char_freq_$,0.0395,1,109,0.0392
nest100_depth2,100,2,char_freq_$,0.0295,2,109,0.0378
nest100_depth2,100,2,word_freq_hp,0.385,4,109,0.0366
nest100_depth2,100,2,word_freq_remove,0.045,2,109,0.036
nest100_depth2,100,2,capital_run_length_longest,17.5,1,109,0.0202
nest100_depth2,100,2,word_freq_free,0.195,1,109,0.0189
nest100_depth2,100,2,word_freq_your,0.605,1,109,0.0186
nest100_depth2,100,2,capital_run_length_average,2.3995,1,109,0.0148
nest100_depth2,100,2,word_freq_money,0.01,1,109,0.0138
nest100_depth2,100,2,word_freq_hp,0.22,1,109,0.0113
nest100_depth2,100,2,capital_run_length_average,3.7345,1,109,0.0106
nest100_depth2,100,2,capital_run_length_total,68.5,1,109,0.0106
nest100_depth2,100,2,char_freq_$,0.0805,1,109,0.0083
nest100_depth3,100,3,char_freq_!,0.0795,5,278,0.1507
nest100_depth3,100,3,char_freq_$,0.0555,2,278,0.1159
nest100_depth3,100,3,word_freq_remove,0.06,5,278,0.0905
nest100_depth3,100,3,char_freq_$,0.0445,1,278,0.0603
nest100_depth3,100,3,char_freq_$,0.0295,2,278,0.0452
nest100_depth3,100,3,word_freq_remove,0.045,4,278,0.0348
nest100_depth3,100,3,word_freq_hp,0.385,3,278,0.0276
nest100_depth3,100,3,word_freq_your,0.605,1,278,0.0196
nest100_depth3,100,3,char_freq_!,0.5065,1,278,0.0191
nest100_depth3,100,3,word_freq_free,0.215,2,278,0.0182
nest100_depth3,100,3,char_freq_!,0.5085,1,278,0.0173
nest100_depth3,100,3,capital_run_length_longest,17.5,1,278,0.017
nest100_depth3,100,3,word_freq_money,0.01,3,278,0.013
nest100_depth3,100,3,capital_run_length_average,2.3995,1,278,0.0122
nest100_depth3,100,3,word_freq_hp,0.22,2,278,0.0119
nest100_depth3,100,3,word_freq_hp,0.23,1,278,0.0115
nest100_depth3,100,3,word_freq_hp,0.39,3,278,0.0106
nest100_depth3,100,3,word_freq_george,0.02,3,278,0.0104
nest100_depth3,100,3,word_freq_remove,0.055,2,278,0.0098
nest100_depth3,100,3,capital_run_length_average,2.292,1,278,0.0086
nest100_depth3,100,3,word_freq_your,0.375,2,278,0.0084
nest100_depth3,100,3,word_freq_free,0.105,2,278,0.0082
nest100_depth3,100,3,word_freq_free,0.115,1,278,0.0075
nest100_depth3,100,3,capital_run_length_total,68.5,1,278,0.0074
nest100_depth3,100,3,word_freq_edu,0.49,2,278,0.0057
nest100_depth3,100,3,capital_run_length_average,2.7545,1,278,0.0054
nest100_depth3,100,3,char_freq_$,0.0805,1,278,0.0048
nest100_depth3,100,3,word_freq_george,0.025,3,278,0.0044
nest100_depth3,100,3,word_freq_1999,0.065,1,278,0.0038
nest100_depth3,100,3,word_freq_george,0.04,2,278,0.0037
nest100_depth3,100,3,char_freq_$,0.164,1,278,0.0036
nest100_depth3,100,3,word_freq_edu,0.2,1,278,0.0032
nest100_depth3,100,3,word_freq_george,0.14,1,278,0.003
nest100_depth3,100,3,word_freq_free,0.63,1,278,0.0022
nest100_depth3,100,3,char_freq_!,0.5345,1,278,0.002
nest100_depth3,100,3,word_freq_edu,0.18,1,278,0.0017
nest100_depth3,100,3,word_freq_meeting,0.48,1,278,0.0013
nest100_depth3,100,3,word_freq_remove,0.01,1,278,0.0012
nest100_depth3,100,3,word_freq_edu,0.175,1,278,0.0012
nest100_depth3,100,3,word_freq_email,0.355,1,278,0.0012
nest200_depth1,200,1,char_freq_!,0.0795,3,61,0.1686
nest200_depth1,200,1,word_freq_remove,0.01,2,61,0.1183
nest200_depth1,200,1,char_freq_$,0.0555,1,61,0.1096
nest200_depth1,200,1,word_freq_free,0.135,1,61,0.0628
nest200_depth1,200,1,char_freq_$,0.0445,1,61,0.0622
nest200_depth1,200,1,word_freq_your,0.605,1,61,0.0473
nest200_depth1,200,1,char_freq_$,0.0295,1,61,0.0433
nest200_depth2,200,2,char_freq_!,0.0795,4,190,0.1644
nest200_depth2,200,2,char_freq_$,0.0555,2,190,0.1301
nest200_depth2,200,2,word_freq_remove,0.055,3,190,0.0742
nest200_depth2,200,2,word_freq_free,0.025,1,190,0.0425
nest200_depth2,200,2,word_freq_remove,0.045,2,190,0.042
nest200_depth2,200,2,word_freq_hp,0.12,2,190,0.0401
nest200_depth2,200,2,char_freq_$,0.0395,1,190,0.0383
nest200_depth2,200,2,char_freq_$,0.0295,2,190,0.0369
nest200_depth2,200,2,word_freq_hp,0.385,4,190,0.0358
nest200_depth2,200,2,capital_run_length_longest,17.5,1,190,0.0197
nest200_depth2,200,2,word_freq_free,0.195,1,190,0.0184
nest200_depth2,200,2,word_freq_your,0.605,1,190,0.0182
nest200_depth2,200,2,capital_run_length_average,2.3995,1,190,0.0144
nest200_depth2,200,2,word_freq_money,0.01,1,190,0.0135
nest200_depth2,200,2,word_freq_hp,0.22,1,190,0.0111
nest200_depth2,200,2,capital_run_length_total,68.5,1,190,0.0103
nest200_depth2,200,2,capital_run_length_average,3.741,1,190,0.0103
nest200_depth2,200,2,char_freq_$,0.0805,1,190,0.0081
nest200_depth3,200,3,char_freq_!,0.0795,5,600,0.147
nest200_depth3,200,3,char_freq_$,0.0555,2,600,0.1132
nest200_depth3,200,3,char_freq_$,0.0445,1,600,0.0589
nest200_depth3,200,3,word_freq_remove,0.06,4,600,0.0547
nest200_depth3,200,3,char_freq_$,0.0295,2,600,0.0442
nest200_depth3,200,3,word_freq_remove,0.045,4,600,0.0329
nest200_depth3,200,3,word_freq_hp,0.385,3,600,0.0277
nest200_depth3,200,3,word_freq_remove,0.055,2,600,0.0275
nest200_depth3,200,3,char_freq_!,0.5065,1,600,0.0181
nest200_depth3,200,3,word_freq_free,0.215,2,600,0.0177
nest200_depth3,200,3,word_freq_remove,0.075,1,600,0.0169
nest200_depth3,200,3,char_freq_!,0.5085,1,600,0.0169
nest200_depth3,200,3,capital_run_length_longest,17.5,1,600,0.0166
nest200_depth3,200,3,word_freq_free,0.115,2,600,0.0141
nest200_depth3,200,3,word_freq_hp,0.22,2,600,0.013
nest200_depth3,200,3,word_freq_money,0.01,3,600,0.0128
nest200_depth3,200,3,capital_run_length_average,2.3995,1,600,0.0119
nest200_depth3,200,3,word_freq_george,0.005,1,600,0.0104
nest200_depth3,200,3,word_freq_george,0.02,3,600,0.0092
nest200_depth3,200,3,word_freq_hp,0.23,1,600,0.0089
nest200_depth3,200,3,capital_run_length_average,2.292,1,600,0.0084
nest200_depth3,200,3,word_freq_your,0.375,2,600,0.0082
nest200_depth3,200,3,capital_run_length_total,68.5,1,600,0.0072
nest200_depth3,200,3,word_freq_hp,0.4,2,600,0.0068
nest200_depth3,200,3,capital_run_length_average,2.7545,1,600,0.0053
nest200_depth3,200,3,word_freq_edu,0.49,2,600,0.0051
nest200_depth3,200,3,char_freq_$,0.0805,1,600,0.0047
nest200_depth3,200,3,word_freq_george,0.04,1,600,0.0045
nest200_depth3,200,3,word_freq_george,0.19,2,600,0.0042
nest200_depth3,200,3,word_freq_edu,0.175,1,600,0.0037
nest200_depth3,200,3,word_freq_hp,0.39,1,600,0.0036
nest200_depth3,200,3,char_freq_$,0.164,1,600,0.0035
nest200_depth3,200,3,word_freq_your,0.6,1,600,0.0033
nest200_depth3,200,3,word_freq_1999,0.095,1,600,0.0021
nest200_depth3,200,3,word_freq_free,0.63,1,600,0.002
nest200_depth3,200,3,word_freq_meeting,0.475,1,600,0.0018
nest200_depth3,200,3,word_freq_edu,0.18,1,600,0.0017
nest200_depth3,200,3,word_freq_free,0.105,1,600,0.0014
nest200_depth3,200,3,word_freq_edu,0.185,1,600,0.0011
nest200_depth3,200,3,word_freq_email,0.285,1,600,0.0011
nest200_depth3,200,3,word_freq_george,0.08,1,600,0.0009
nest200_depth3,200,3,char_freq_!,0.5225,1,600,0.0008
nest200_depth3,200,3,word_freq_george,0.025,1,600,0.0008
nest200_depth3,200,3,word_freq_email,0.355,1,600,0.0007
