model,depth_budget,lambda_reg,rashomon_mult,accuracy,macro_f1,ensemble_accuracy,n_leaves,n_nodes,n_trees_in_set,duration
LicketyRESPLIT (Threshold Guessing),,,,0.8914223669923995,0.88,0.8870792616720955,7,13,490213,0.06
