binary_variable,tree_count,total_binary_variables,importance
U46499_at <= -0.4692177325487137,11,3,0.21872066731821688
X95735_at <= 0.4244992882013321,10,3,0.49244713121934275
M23197_at <= 0.30462484061717987,9,3,0.2888322014624405
